date,indicator,value,unit,source,source_url,updated_at,frequency,confidence,note
2026-05-11,shfe_inventory,129702.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-12,shfe_inventory,135027.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-13,shfe_inventory,133401.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-14,shfe_inventory,133562.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-15,shfe_inventory,128065.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-16,shfe_inventory,129421.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-17,shfe_inventory,130686.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-18,shfe_inventory,127059.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-19,shfe_inventory,132698.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-20,shfe_inventory,136054.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-21,shfe_inventory,137834.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-22,shfe_inventory,126750.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-23,shfe_inventory,129847.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-24,shfe_inventory,135158.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-25,shfe_inventory,135738.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-26,shfe_inventory,135144.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-27,shfe_inventory,137201.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-28,shfe_inventory,129287.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-29,shfe_inventory,130910.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-30,shfe_inventory,137563.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-31,shfe_inventory,138937.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-01,shfe_inventory,134992.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-02,shfe_inventory,131998.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-03,shfe_inventory,140855.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-04,shfe_inventory,142162.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-05,shfe_inventory,138312.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-06,shfe_inventory,144986.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-07,shfe_inventory,144667.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-08,shfe_inventory,142344.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-09,shfe_inventory,136933.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-10,shfe_inventory,143031.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-11,shfe_inventory,147698.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-12,shfe_inventory,143213.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-13,shfe_inventory,147277.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-14,shfe_inventory,145715.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-15,shfe_inventory,147404.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-16,shfe_inventory,144318.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-17,shfe_inventory,144435.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-18,shfe_inventory,143401.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-19,shfe_inventory,142739.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-20,shfe_inventory,139577.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-21,shfe_inventory,140757.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-22,shfe_inventory,146519.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-23,shfe_inventory,149854.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-24,shfe_inventory,149771.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-25,shfe_inventory,138882.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-26,shfe_inventory,140179.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-27,shfe_inventory,140066.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-28,shfe_inventory,140911.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-29,shfe_inventory,136861.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
