date,indicator,value,unit,source,source_url,updated_at,frequency,confidence,note
2026-04-06,dxy,99.98,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.069517,daily,B,
2026-04-07,dxy,99.64,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.069560,daily,B,
2026-04-08,dxy,99.13,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.069603,daily,B,
2026-04-09,dxy,98.82,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.069644,daily,B,
2026-04-10,dxy,98.65,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.069686,daily,B,
2026-04-13,dxy,98.37,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.069728,daily,B,
2026-04-14,dxy,98.12,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.069770,daily,B,
2026-04-15,dxy,98.06,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.069811,daily,B,
2026-04-16,dxy,98.22,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.069853,daily,B,
2026-04-17,dxy,98.1,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.069895,daily,B,
2026-04-20,dxy,98.05,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.069937,daily,B,
2026-04-21,dxy,98.41,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.069979,daily,B,
2026-04-22,dxy,98.59,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070022,daily,B,
2026-04-23,dxy,98.8,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070071,daily,B,
2026-04-24,dxy,98.51,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070114,daily,B,
2026-04-27,dxy,98.48,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070157,daily,B,
2026-04-28,dxy,98.62,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070200,daily,B,
2026-04-29,dxy,98.92,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070241,daily,B,
2026-04-30,dxy,98.08,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070283,daily,B,
2026-05-01,dxy,98.21,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070325,daily,B,
2026-05-04,dxy,98.47,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070367,daily,B,
2026-05-05,dxy,98.48,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070410,daily,B,
2026-05-06,dxy,98.02,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070460,daily,B,
2026-05-07,dxy,98.25,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070503,daily,B,
2026-05-08,dxy,97.84,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070545,daily,B,
2026-05-11,dxy,97.94,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070588,daily,B,
2026-05-12,dxy,98.29,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070630,daily,B,
2026-05-13,dxy,98.48,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070672,daily,B,
2026-05-14,dxy,98.88,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070714,daily,B,
2026-05-15,dxy,99.27,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070757,daily,B,
2026-05-18,dxy,98.97,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070799,daily,B,
2026-05-19,dxy,99.3,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070841,daily,B,
2026-05-20,dxy,99.11,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070883,daily,B,
2026-05-21,dxy,99.19,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070924,daily,B,
2026-05-22,dxy,99.32,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.070966,daily,B,
2026-05-26,dxy,99.17,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071008,daily,B,
2026-05-27,dxy,99.21,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071050,daily,B,
2026-05-28,dxy,99.02,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071092,daily,B,
2026-05-29,dxy,98.91,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071134,daily,B,
2026-06-01,dxy,99.2,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071187,daily,B,
2026-06-02,dxy,99.22,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071232,daily,B,
2026-06-03,dxy,99.53,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071275,daily,B,
2026-06-04,dxy,99.41,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071318,daily,B,
2026-06-05,dxy,100.07,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071360,daily,B,
2026-06-08,dxy,100.05,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071402,daily,B,
2026-06-09,dxy,99.91,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071463,daily,B,
2026-06-10,dxy,99.95,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071505,daily,B,
2026-06-11,dxy,99.86,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071547,daily,B,
2026-06-12,dxy,99.75,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071588,daily,B,
2026-06-15,dxy,99.63,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071636,daily,B,
2026-06-16,dxy,99.54,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071678,daily,B,
2026-06-17,dxy,100.09,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071720,daily,B,
2026-06-18,dxy,100.85,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071761,daily,B,
2026-06-22,dxy,101.02,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071801,daily,B,
2026-06-23,dxy,101.41,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071843,daily,B,
2026-06-24,dxy,101.61,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071884,daily,B,
2026-06-25,dxy,101.43,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071925,daily,B,
2026-06-26,dxy,101.36,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.071967,daily,B,
2026-06-29,dxy,101.11,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072008,daily,B,
2026-06-30,dxy,101.19,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072050,daily,B,
2026-07-01,dxy,101.39,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072091,daily,B,
2026-07-02,dxy,100.86,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072132,daily,B,
2026-07-03,dxy,100.857,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-07-05T00:03:03.194222,daily,B,
2026-07-05,dxy,100.962,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-07-06T10:42:39.641407,daily,B,
2026-07-06,dxy,100.85,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072174,daily,B,
2026-07-07,dxy,101.14,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072214,daily,B,
2026-07-08,dxy,101.05,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072255,daily,B,
2026-07-09,dxy,100.94,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072297,daily,B,
2026-07-10,dxy,100.97,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072338,daily,B,
2026-07-12,dxy,101.177,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-07-13T09:17:09.694279,daily,B,
2026-07-13,dxy,101.28,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072380,daily,B,
2026-07-14,dxy,100.94,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072421,daily,B,
2026-07-15,dxy,100.5,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072470,daily,B,
2026-07-16,dxy,100.73,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072513,daily,B,
2026-07-17,dxy,100.75,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072554,daily,B,
2026-07-19,dxy,100.85,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-07-20T00:05:33.825551,daily,B,
2026-07-20,dxy,100.99,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072595,daily,B,
2026-07-21,dxy,101.18,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072642,daily,B,
2026-07-22,dxy,101.14,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072683,daily,B,
2026-07-23,dxy,101.43,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072735,daily,B,
2026-07-24,dxy,101.47,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072792,daily,B,
2026-07-26,dxy,101.292,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-07-27T00:05:24.234493,daily,B,
2026-07-27,dxy,101.51,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072832,daily,B,
2026-07-28,dxy,101.38,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072873,daily,B,
2026-07-29,dxy,100.8,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072913,daily,B,
2026-07-30,dxy,100.01,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072954,daily,B,
2026-07-31,dxy,99.8,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.072995,daily,B,
2026-08-02,dxy,99.711,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-03T00:06:24.423391,daily,B,
2026-08-03,dxy,99.96,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.073037,daily,B,
2026-08-04,dxy,99.89,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.073078,daily,B,
2026-08-05,dxy,99.69,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.073119,daily,B,
2026-08-06,dxy,99.97,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.073165,daily,B,
2026-08-07,dxy,99.6,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.073207,daily,B,
2026-08-09,dxy,99.633,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-10T00:07:08.725981,daily,B,
2026-08-10,dxy,99.81,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.073249,daily,B,
2026-08-11,dxy,99.82,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.073310,daily,B,
2026-08-12,dxy,100.01,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.073352,daily,B,
2026-08-13,dxy,99.96,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.073394,daily,B,
2026-08-14,dxy,99.67,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.073445,daily,B,
2026-08-16,dxy,99.601,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-17T00:05:15.609835,daily,B,
2026-08-17,dxy,99.64,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.073489,daily,B,
2026-08-18,dxy,99.65,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.073531,daily,B,
2026-08-19,dxy,98.83,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.073573,daily,B,
2026-08-20,dxy,98.9,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.073615,daily,B,
2026-08-21,dxy,98.839,index,Yahoo Finance,https://finance.yahoo.com/quote/DX-Y.NYB,2026-08-22T00:05:13.073656,daily,B,
2025-06-01,global_manufacturing_pmi,49.7,index,derived,,2026-07-06T10:42:56.797618,monthly,C,
2025-07-01,global_manufacturing_pmi,49.3,index,derived,,2026-08-05T00:04:40.272513,monthly,C,
2025-08-01,global_manufacturing_pmi,49.4,index,derived,,2026-08-22T00:05:37.467206,monthly,C,Average of China PMI and US ISM when both exist
2025-09-01,global_manufacturing_pmi,49.8,index,derived,,2026-08-22T00:05:37.467210,monthly,C,Average of China PMI and US ISM when both exist
2025-10-01,global_manufacturing_pmi,49.0,index,derived,,2026-08-22T00:05:37.467213,monthly,C,Average of China PMI and US ISM when both exist
2025-11-01,global_manufacturing_pmi,49.2,index,derived,,2026-08-22T00:05:37.467215,monthly,C,Average of China PMI and US ISM when both exist
2025-12-01,global_manufacturing_pmi,50.1,index,derived,,2026-08-22T00:05:37.467217,monthly,C,Average of China PMI and US ISM when both exist
2026-01-01,global_manufacturing_pmi,49.3,index,derived,,2026-08-22T00:05:37.467219,monthly,C,Average of China PMI and US ISM when both exist
2026-02-01,global_manufacturing_pmi,49.0,index,derived,,2026-08-22T00:05:37.467221,monthly,C,Average of China PMI and US ISM when both exist
2026-03-01,global_manufacturing_pmi,50.4,index,derived,,2026-08-22T00:05:37.467223,monthly,C,Average of China PMI and US ISM when both exist
2026-04-01,global_manufacturing_pmi,50.3,index,derived,,2026-08-22T00:05:37.467225,monthly,C,Average of China PMI and US ISM when both exist
2026-05-01,global_manufacturing_pmi,52.7,index,S&P Global,https://www.pmi.spglobal.com/Public/Home/PressRelease/99c4c5f2e4184a7697ccaccc514a9ca6,2026-08-22T00:05:37.468168,monthly,A,JP Morgan Global Manufacturing PMI May 2026 headline 52.7 (revised; initial 52.6 in 2026-06-01 release)
2026-06-01,global_manufacturing_pmi,52.2,index,S&P Global,https://www.pmi.spglobal.com/Public/Home/PressRelease/6eecfeb4488e493ba0a1e397ec6aa74b,2026-08-22T00:05:37.468174,monthly,A,JP Morgan Global Manufacturing PMI June 2026 (released 2026-07-01 15:00 UTC)
2026-07-01,global_manufacturing_pmi,52.1,index,S&P Global,https://www.pmi.spglobal.com/,2026-08-22T00:05:37.468180,monthly,A,JP Morgan Global Manufacturing PMI July 2026 headline 52.1 (4-month low; released 2026-08-03 15:00 UTC; S&P homepage)
2025-05-28,grid_investment,0.71,pct,东方财富-固定资产投资代理,https://data.eastmoney.com/cjsj/gdzctz.html,2026-07-02T02:41:17.952710,monthly,C,
2025-06-28,grid_investment,-1.18,pct,东方财富-固定资产投资代理,https://data.eastmoney.com/cjsj/gdzctz.html,2026-08-02T00:02:23.604884,monthly,C,
2025-07-28,grid_investment,-6.26,pct,东方财富-固定资产投资代理,https://data.eastmoney.com/cjsj/gdzctz.html,2026-08-22T00:05:31.396501,monthly,C,Broad fixed-asset investment YoY proxy; prefer manual CEC/NEA/SGCC grid engineering investment YoY when available
2025-08-28,grid_investment,-9.32,pct,东方财富-固定资产投资代理,https://data.eastmoney.com/cjsj/gdzctz.html,2026-08-22T00:05:31.396460,monthly,C,Broad fixed-asset investment YoY proxy; prefer manual CEC/NEA/SGCC grid engineering investment YoY when available
2025-09-28,grid_investment,-8.41,pct,东方财富-固定资产投资代理,https://data.eastmoney.com/cjsj/gdzctz.html,2026-08-22T00:05:31.396419,monthly,C,Broad fixed-asset investment YoY proxy; prefer manual CEC/NEA/SGCC grid engineering investment YoY when available
2025-10-28,grid_investment,-15.52,pct,东方财富-固定资产投资代理,https://data.eastmoney.com/cjsj/gdzctz.html,2026-08-22T00:05:31.396377,monthly,C,Broad fixed-asset investment YoY proxy; prefer manual CEC/NEA/SGCC grid engineering investment YoY when available
2025-11-28,grid_investment,-17.59,pct,东方财富-固定资产投资代理,https://data.eastmoney.com/cjsj/gdzctz.html,2026-08-22T00:05:31.396335,monthly,C,Broad fixed-asset investment YoY proxy; prefer manual CEC/NEA/SGCC grid engineering investment YoY when available
2025-12-28,grid_investment,-15.21,pct,东方财富-固定资产投资代理,https://data.eastmoney.com/cjsj/gdzctz.html,2026-08-22T00:05:31.396294,monthly,C,Broad fixed-asset investment YoY proxy; prefer manual CEC/NEA/SGCC grid engineering investment YoY when available
2026-01-01,grid_investment,5.3,pct,国家能源局,,2026-08-22T00:05:37.468186,monthly,A,from 电网指标监控数据_2026-06-29.csv
2026-02-01,grid_investment,6.1,pct,国家能源局,,2026-08-22T00:05:37.468210,monthly,A,from 电网指标监控数据_2026-06-29.csv
2026-03-01,grid_investment,6.6,pct,国家能源局,,2026-08-22T00:05:37.468216,monthly,A,from 电网指标监控数据_2026-06-29.csv
2026-04-01,grid_investment,5.5,pct,国家能源局,,2026-08-22T00:05:37.468221,monthly,A,from 电网指标监控数据_2026-06-29.csv
2026-05-01,grid_investment,5.2,pct,国家能源局,,2026-08-22T00:05:37.468225,monthly,A,from 电网指标监控数据_2026-06-29.csv
2026-06-28,grid_investment,-15.6,pct,东方财富-固定资产投资代理,https://data.eastmoney.com/cjsj/gdzctz.html,2026-08-22T00:05:31.396057,monthly,C,Broad fixed-asset investment YoY proxy; prefer manual CEC/NEA/SGCC grid engineering investment YoY when available
2026-07-28,grid_investment,-14.19,pct,东方财富-固定资产投资代理,https://data.eastmoney.com/cjsj/gdzctz.html,2026-08-22T00:05:31.395949,monthly,C,Broad fixed-asset investment YoY proxy; prefer manual CEC/NEA/SGCC grid engineering investment YoY when available
2026-01-01,grid_investment_amount,189.0,CNY_100m,国家能源局,,2026-08-22T00:05:37.468231,monthly,A,from 电网指标监控数据_2026-06-29.csv
2026-02-01,grid_investment_amount,381.0,CNY_100m,国家能源局,,2026-08-22T00:05:37.468235,monthly,A,from 电网指标监控数据_2026-06-29.csv
2026-03-01,grid_investment_amount,592.0,CNY_100m,国家能源局,,2026-08-22T00:05:37.468240,monthly,A,from 电网指标监控数据_2026-06-29.csv
2026-04-01,grid_investment_amount,757.0,CNY_100m,国家能源局,,2026-08-22T00:05:37.468245,monthly,A,from 电网指标监控数据_2026-06-29.csv
2026-05-01,grid_investment_amount,922.0,CNY_100m,国家能源局,,2026-08-22T00:05:37.468250,monthly,A,from 电网指标监控数据_2026-06-29.csv
2026-01-01,grid_investment_monthly_amount,189.0,CNY_100m,国家能源局,,2026-08-22T00:05:37.468255,monthly,A,Derived from cumulative grid_investment_amount; monitoring import
2026-02-01,grid_investment_monthly_amount,192.0,CNY_100m,国家能源局,,2026-08-22T00:05:37.468261,monthly,A,Derived from cumulative grid_investment_amount; monitoring import
2026-03-01,grid_investment_monthly_amount,211.0,CNY_100m,国家能源局,,2026-08-22T00:05:37.468266,monthly,A,Derived from cumulative grid_investment_amount; monitoring import
2026-04-01,grid_investment_monthly_amount,165.0,CNY_100m,国家能源局,,2026-08-22T00:05:37.468271,monthly,A,Derived from cumulative grid_investment_amount; monitoring import
2026-05-01,grid_investment_monthly_amount,165.0,CNY_100m,国家能源局,,2026-08-22T00:05:37.468276,monthly,A,Derived from cumulative grid_investment_amount; monitoring import
2026-06-29,grid_project_new_starts,13.0,count,国家电网,,2026-08-22T00:05:37.468282,annual_plan,B,电网重大项目新开工数量全年计划; from data/raw/grid_indicators_2026.csv
2026-06-29,grid_tender_value,232.76,CNY_100m,国家电网,,2026-08-22T00:05:37.468288,batch,B,国网设备第2批招标金额; from data/raw/grid_indicators_2026.csv
2023-05-01,korea_exports_yoy,-13.7287,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-17T00:05:42.134172,monthly,B,
2023-06-01,korea_exports_yoy,-8.0316,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-17T00:05:42.134247,monthly,B,
2023-07-01,korea_exports_yoy,-14.3229,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.968791,monthly,B,YoY derived from FRED export level series
2023-08-01,korea_exports_yoy,-9.7536,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.968869,monthly,B,YoY derived from FRED export level series
2023-09-01,korea_exports_yoy,-3.8221,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.968919,monthly,B,YoY derived from FRED export level series
2023-10-01,korea_exports_yoy,4.6599,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.968965,monthly,B,YoY derived from FRED export level series
2023-11-01,korea_exports_yoy,6.9869,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969009,monthly,B,YoY derived from FRED export level series
2023-12-01,korea_exports_yoy,5.6036,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969063,monthly,B,YoY derived from FRED export level series
2024-01-01,korea_exports_yoy,16.8579,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969107,monthly,B,YoY derived from FRED export level series
2024-02-01,korea_exports_yoy,5.1364,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969148,monthly,B,YoY derived from FRED export level series
2024-03-01,korea_exports_yoy,2.6275,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969190,monthly,B,YoY derived from FRED export level series
2024-04-01,korea_exports_yoy,14.1598,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969231,monthly,B,YoY derived from FRED export level series
2024-05-01,korea_exports_yoy,10.8621,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969272,monthly,B,YoY derived from FRED export level series
2024-06-01,korea_exports_yoy,6.2383,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969313,monthly,B,YoY derived from FRED export level series
2024-07-01,korea_exports_yoy,13.4761,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969354,monthly,B,YoY derived from FRED export level series
2024-08-01,korea_exports_yoy,10.7318,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969395,monthly,B,YoY derived from FRED export level series
2024-09-01,korea_exports_yoy,7.2924,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969436,monthly,B,YoY derived from FRED export level series
2024-10-01,korea_exports_yoy,3.6778,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969477,monthly,B,YoY derived from FRED export level series
2024-11-01,korea_exports_yoy,3.0168,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969518,monthly,B,YoY derived from FRED export level series
2024-12-01,korea_exports_yoy,3.9963,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969559,monthly,B,YoY derived from FRED export level series
2025-01-01,korea_exports_yoy,-7.9279,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969599,monthly,B,YoY derived from FRED export level series
2025-02-01,korea_exports_yoy,-1.284,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969640,monthly,B,YoY derived from FRED export level series
2025-03-01,korea_exports_yoy,4.2524,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969680,monthly,B,YoY derived from FRED export level series
2025-04-01,korea_exports_yoy,2.4122,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969720,monthly,B,YoY derived from FRED export level series
2025-05-01,korea_exports_yoy,-0.7033,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969761,monthly,B,YoY derived from FRED export level series
2025-06-01,korea_exports_yoy,4.4383,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969801,monthly,B,YoY derived from FRED export level series
2025-07-01,korea_exports_yoy,4.8994,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969841,monthly,B,YoY derived from FRED export level series
2025-08-01,korea_exports_yoy,2.3809,pct,FRED,https://fred.stlouisfed.org/series/XTEXVA01KRM667S,2026-08-22T00:05:33.969882,monthly,B,YoY derived from FRED export level series
